RECORDING_SESSION_LABEL,item,group,N1,N2,condition,SFD
y309zmj,T43,1Y,2P,1I,1Y-2P-1I,589
y309zmj,T28,1Y,2P,2P,1Y-2P-2P,388
y309zmj,T42,1Y,2P,1I,1Y-2P-1I,459
y309zmj,T44,1Y,2P,1I,1Y-2P-1I,184
y309zmj,T14,1Y,1I,2P,1Y-1I-2P,293
y309zmj,T05,1Y,1I,2P,1Y-1I-2P,330
y309zmj,T19,1Y,2P,2P,1Y-2P-2P,200
y309zmj,T57,1Y,1I,1I,1Y-1I-1I,241
y309zmj,T01,1Y,1I,2P,1Y-1I-2P,192
y309zmj,T20,1Y,2P,2P,1Y-2P-2P,174
y309zmj,T18,1Y,2P,2P,1Y-2P-2P,202
y309zmj,T23,1Y,2P,2P,1Y-2P-2P,203
y309zmj,T06,1Y,1I,2P,1Y-1I-2P,358
y309zmj,T10,1Y,1I,2P,1Y-1I-2P,403
y309zmj,T56,1Y,1I,1I,1Y-1I-1I,184
y309zmj,T47,1Y,1I,1I,1Y-1I-1I,213
y309zmj,T40,1Y,2P,1I,1Y-2P-1I,186
y310hyx,T19,1Y,2P,2P,1Y-2P-2P,277
y310hyx,T11,1Y,1I,2P,1Y-1I-2P,305
y310hyx,T56,1Y,1I,1I,1Y-1I-1I,260
y310hyx,T52,1Y,1I,1I,1Y-1I-1I,271
y310hyx,T47,1Y,1I,1I,1Y-1I-1I,345
y310hyx,T22,1Y,2P,2P,1Y-2P-2P,249
y310hyx,T30,1Y,2P,2P,1Y-2P-2P,208
y310hyx,T42,1Y,2P,1I,1Y-2P-1I,229
y310hyx,T08,1Y,1I,2P,1Y-1I-2P,144
y310hyx,T31,1Y,2P,1I,1Y-2P-1I,389
y310hyx,T44,1Y,2P,1I,1Y-2P-1I,384
y310hyx,T60,1Y,1I,1I,1Y-1I-1I,541
y310hyx,T50,1Y,1I,1I,1Y-1I-1I,201
y310hyx,T09,1Y,1I,2P,1Y-1I-2P,358
y310hyx,T07,1Y,1I,2P,1Y-1I-2P,354
y310hyx,T34,1Y,2P,1I,1Y-2P-1I,285
y310hyx,T54,1Y,1I,1I,1Y-1I-1I,295
y311lq,T26,1Y,2P,2P,1Y-2P-2P,427
y311lq,T34,1Y,2P,1I,1Y-2P-1I,229
y311lq,T55,1Y,1I,1I,1Y-1I-1I,560
y311lq,T60,1Y,1I,1I,1Y-1I-1I,331
y311lq,T51,1Y,1I,1I,1Y-1I-1I,367
y311lq,T40,1Y,2P,1I,1Y-2P-1I,293
y311lq,T43,1Y,2P,1I,1Y-2P-1I,283
y311lq,T30,1Y,2P,2P,1Y-2P-2P,338
y311lq,T22,1Y,2P,2P,1Y-2P-2P,607
y312hxx,T48,1Y,1I,1I,1Y-1I-1I,244
y312hxx,T56,1Y,1I,1I,1Y-1I-1I,464
y312hxx,T26,1Y,2P,2P,1Y-2P-2P,257
y312hxx,T46,1Y,1I,1I,1Y-1I-1I,267
y312hxx,T15,1Y,1I,2P,1Y-1I-2P,226
y312hxx,T21,1Y,2P,2P,1Y-2P-2P,300
y312hxx,T25,1Y,2P,2P,1Y-2P-2P,445
y312hxx,T06,1Y,1I,2P,1Y-1I-2P,315
y312hxx,T45,1Y,2P,1I,1Y-2P-1I,259
y312hxx,T28,1Y,2P,2P,1Y-2P-2P,364
y312hxx,T12,1Y,1I,2P,1Y-1I-2P,315
y312hxx,T50,1Y,1I,1I,1Y-1I-1I,255
y312hxx,T32,1Y,2P,1I,1Y-2P-1I,303
y312hxx,T37,1Y,2P,1I,1Y-2P-1I,170
y312hxx,T24,1Y,2P,2P,1Y-2P-2P,238
y312hxx,T09,1Y,1I,2P,1Y-1I-2P,571
y312hxx,T18,1Y,2P,2P,1Y-2P-2P,433
y313lh,T15,1Y,1I,2P,1Y-1I-2P,301
y313lh,T27,1Y,2P,2P,1Y-2P-2P,314
y313lh,T57,1Y,1I,1I,1Y-1I-1I,218
y313lh,T16,1Y,2P,2P,1Y-2P-2P,334
y313lh,T45,1Y,2P,1I,1Y-2P-1I,406
y313lh,T18,1Y,2P,2P,1Y-2P-2P,244
y313lh,T50,1Y,1I,1I,1Y-1I-1I,500
y313lh,T04,1Y,1I,2P,1Y-1I-2P,351
y313lh,T08,1Y,1I,2P,1Y-1I-2P,253
y313lh,T22,1Y,2P,2P,1Y-2P-2P,487
y313lh,T44,1Y,2P,1I,1Y-2P-1I,271
y401xlq,T26,1Y,1I,2P,1Y-1I-2P,305
y401xlq,T15,1Y,2P,2P,1Y-2P-2P,666
y401xlq,T19,1Y,1I,2P,1Y-1I-2P,280
y401xlq,T10,1Y,2P,2P,1Y-2P-2P,266
y401xlq,T32,1Y,1I,1I,1Y-1I-1I,234
y402ls,T49,1Y,2P,1I,1Y-2P-1I,206
y402ls,T36,1Y,1I,1I,1Y-1I-1I,179
y402ls,T17,1Y,1I,2P,1Y-1I-2P,184
y402ls,T10,1Y,2P,2P,1Y-2P-2P,131
y402ls,T13,1Y,2P,2P,1Y-2P-2P,190
y402ls,T01,1Y,2P,2P,1Y-2P-2P,248
y402ls,T22,1Y,1I,2P,1Y-1I-2P,232
y402ls,T40,1Y,1I,1I,1Y-1I-1I,199
y402ls,T33,1Y,1I,1I,1Y-1I-1I,175
y402ls,T37,1Y,1I,1I,1Y-1I-1I,168
y402ls,T16,1Y,1I,2P,1Y-1I-2P,498
y402ls,T43,1Y,1I,1I,1Y-1I-1I,132
y402ls,T42,1Y,1I,1I,1Y-1I-1I,243
y402ls,T51,1Y,2P,1I,1Y-2P-1I,163
y402ls,T25,1Y,1I,2P,1Y-1I-2P,154
y402ls,T39,1Y,1I,1I,1Y-1I-1I,255
y402ls,T07,1Y,2P,2P,1Y-2P-2P,235
y402ls,T56,1Y,2P,1I,1Y-2P-1I,167
y402ls,T34,1Y,1I,1I,1Y-1I-1I,194
y402ls,T44,1Y,1I,1I,1Y-1I-1I,139
y402ls,T20,1Y,1I,2P,1Y-1I-2P,172
y402ls,T45,1Y,1I,1I,1Y-1I-1I,176
y402ls,T03,1Y,2P,2P,1Y-2P-2P,402
y402ls,T24,1Y,1I,2P,1Y-1I-2P,165
y402ls,T26,1Y,1I,2P,1Y-1I-2P,136
y402ls,T21,1Y,1I,2P,1Y-1I-2P,317
y402ls,T09,1Y,2P,2P,1Y-2P-2P,642
y403sxs,T22,1Y,1I,2P,1Y-1I-2P,277
y403sxs,T25,1Y,1I,2P,1Y-1I-2P,129
y403sxs,T48,1Y,2P,1I,1Y-2P-1I,323
y403sxs,T17,1Y,1I,2P,1Y-1I-2P,314
y403sxs,T26,1Y,1I,2P,1Y-1I-2P,240
y403sxs,T54,1Y,2P,1I,1Y-2P-1I,302
y403sxs,T40,1Y,1I,1I,1Y-1I-1I,386
y403sxs,T35,1Y,1I,1I,1Y-1I-1I,382
y403sxs,T21,1Y,1I,2P,1Y-1I-2P,363
y403sxs,T57,1Y,2P,1I,1Y-2P-1I,536
y403sxs,T04,1Y,2P,2P,1Y-2P-2P,306
y403sxs,T27,1Y,1I,2P,1Y-1I-2P,343
y403sxs,T34,1Y,1I,1I,1Y-1I-1I,262
y403sxs,T15,1Y,2P,2P,1Y-2P-2P,258
y403sxs,T53,1Y,2P,1I,1Y-2P-1I,192
y403sxs,T10,1Y,2P,2P,1Y-2P-2P,313
y403sxs,T05,1Y,2P,2P,1Y-2P-2P,222
y403sxs,T12,1Y,2P,2P,1Y-2P-2P,352
y403sxs,T30,1Y,1I,2P,1Y-1I-2P,324
y403sxs,T06,1Y,2P,2P,1Y-2P-2P,433
y403sxs,T37,1Y,1I,1I,1Y-1I-1I,277
y403sxs,T08,1Y,2P,2P,1Y-2P-2P,239
y403sxs,T01,1Y,2P,2P,1Y-2P-2P,388
y404drm,T09,1Y,2P,2P,1Y-2P-2P,287
y404drm,T26,1Y,1I,2P,1Y-1I-2P,404
y404drm,T11,1Y,2P,2P,1Y-2P-2P,234
y404drm,T49,1Y,2P,1I,1Y-2P-1I,173
y404drm,T31,1Y,1I,1I,1Y-1I-1I,213
y404drm,T55,1Y,2P,1I,1Y-2P-1I,234
y404drm,T52,1Y,2P,1I,1Y-2P-1I,233
y404drm,T42,1Y,1I,1I,1Y-1I-1I,226
y404drm,T04,1Y,2P,2P,1Y-2P-2P,268
y404drm,T36,1Y,1I,1I,1Y-1I-1I,263
y404drm,T38,1Y,1I,1I,1Y-1I-1I,221
y404drm,T24,1Y,1I,2P,1Y-1I-2P,271
y404drm,T03,1Y,2P,2P,1Y-2P-2P,314
y404drm,T19,1Y,1I,2P,1Y-1I-2P,232
y404drm,T23,1Y,1I,2P,1Y-1I-2P,338
y404drm,T56,1Y,2P,1I,1Y-2P-1I,222
y404drm,T17,1Y,1I,2P,1Y-1I-2P,245
y404drm,T13,1Y,2P,2P,1Y-2P-2P,289
y404drm,T43,1Y,1I,1I,1Y-1I-1I,205
y405cgw,T45,1Y,1I,1I,1Y-1I-1I,291
y405cgw,T38,1Y,1I,1I,1Y-1I-1I,379
y405cgw,T59,1Y,2P,1I,1Y-2P-1I,278
y405cgw,T34,1Y,1I,1I,1Y-1I-1I,179
y405cgw,T46,1Y,2P,1I,1Y-2P-1I,478
y405cgw,T43,1Y,1I,1I,1Y-1I-1I,260
y405cgw,T14,1Y,2P,2P,1Y-2P-2P,243
y405cgw,T26,1Y,1I,2P,1Y-1I-2P,501
y405cgw,T53,1Y,2P,1I,1Y-2P-1I,210
y405cgw,T15,1Y,2P,2P,1Y-2P-2P,351
y405cgw,T52,1Y,2P,1I,1Y-2P-1I,217
y405cgw,T27,1Y,1I,2P,1Y-1I-2P,503
y405cgw,T31,1Y,1I,1I,1Y-1I-1I,302
y405cgw,T54,1Y,2P,1I,1Y-2P-1I,270
y405cgw,T49,1Y,2P,1I,1Y-2P-1I,238
y405cgw,T09,1Y,2P,2P,1Y-2P-2P,413
y405cgw,T01,1Y,2P,2P,1Y-2P-2P,201
y405cgw,T23,1Y,1I,2P,1Y-1I-2P,114
y405cgw,T29,1Y,1I,2P,1Y-1I-2P,250
y405cgw,T56,1Y,2P,1I,1Y-2P-1I,341
y405cgw,T08,1Y,2P,2P,1Y-2P-2P,272
y405cgw,T22,1Y,1I,2P,1Y-1I-2P,255
y405cgw,T07,1Y,2P,2P,1Y-2P-2P,123
y405cgw,T42,1Y,1I,1I,1Y-1I-1I,184
y405cgw,T25,1Y,1I,2P,1Y-1I-2P,257
y405cgw,T47,1Y,2P,1I,1Y-2P-1I,158
y405cgw,T57,1Y,2P,1I,1Y-2P-1I,245
y405cgw,T36,1Y,1I,1I,1Y-1I-1I,255
y406gq,T11,1Y,2P,2P,1Y-2P-2P,229
y406gq,T22,1Y,1I,2P,1Y-1I-2P,342
y406gq,T03,1Y,2P,2P,1Y-2P-2P,421
y406gq,T38,1Y,1I,1I,1Y-1I-1I,503
y406gq,T08,1Y,2P,2P,1Y-2P-2P,184
y406gq,T32,1Y,1I,1I,1Y-1I-1I,229
y406gq,T30,1Y,1I,2P,1Y-1I-2P,389
y406gq,T07,1Y,2P,2P,1Y-2P-2P,386
y406gq,T09,1Y,2P,2P,1Y-2P-2P,256
y407zsn,T22,1Y,1I,2P,1Y-1I-2P,162
y407zsn,T13,1Y,2P,2P,1Y-2P-2P,194
y407zsn,T47,1Y,2P,1I,1Y-2P-1I,219
y407zsn,T20,1Y,1I,2P,1Y-1I-2P,155
y407zsn,T39,1Y,1I,1I,1Y-1I-1I,226
y407zsn,T59,1Y,2P,1I,1Y-2P-1I,178
y407zsn,T33,1Y,1I,1I,1Y-1I-1I,258
y407zsn,T51,1Y,2P,1I,1Y-2P-1I,169
y407zsn,T57,1Y,2P,1I,1Y-2P-1I,226
y407zsn,T24,1Y,1I,2P,1Y-1I-2P,120
y407zsn,T58,1Y,2P,1I,1Y-2P-1I,192
y407zsn,T49,1Y,2P,1I,1Y-2P-1I,145
y407zsn,T01,1Y,2P,2P,1Y-2P-2P,222
y407zsn,T35,1Y,1I,1I,1Y-1I-1I,156
y408zgm,T51,1Y,2P,1I,1Y-2P-1I,257
y408zgm,T38,1Y,1I,1I,1Y-1I-1I,380
y408zgm,T04,1Y,2P,2P,1Y-2P-2P,529
y408zgm,T09,1Y,2P,2P,1Y-2P-2P,394
y408zgm,T55,1Y,2P,1I,1Y-2P-1I,367
y408zgm,T08,1Y,2P,2P,1Y-2P-2P,491
y408zgm,T15,1Y,2P,2P,1Y-2P-2P,189
y408zgm,T24,1Y,1I,2P,1Y-1I-2P,1069
y408zgm,T01,1Y,2P,2P,1Y-2P-2P,412
y408zgm,T53,1Y,2P,1I,1Y-2P-1I,231
y408zgm,T54,1Y,2P,1I,1Y-2P-1I,261
y408zgm,T23,1Y,1I,2P,1Y-1I-2P,248
y408zgm,T59,1Y,2P,1I,1Y-2P-1I,521
y408zgm,T25,1Y,1I,2P,1Y-1I-2P,393
y408zgm,T34,1Y,1I,1I,1Y-1I-1I,374
y408zgm,T14,1Y,2P,2P,1Y-2P-2P,255
y408zgm,T56,1Y,2P,1I,1Y-2P-1I,246
y408zgm,T44,1Y,1I,1I,1Y-1I-1I,255
y408zgm,T22,1Y,1I,2P,1Y-1I-2P,232
y408zgm,T17,1Y,1I,2P,1Y-1I-2P,377
y408zgm,T48,1Y,2P,1I,1Y-2P-1I,478
y408zgm,T32,1Y,1I,1I,1Y-1I-1I,333
y408zgm,T27,1Y,1I,2P,1Y-1I-2P,423
y409zh,T04,1Y,2P,2P,1Y-2P-2P,347
y409zh,T06,1Y,2P,2P,1Y-2P-2P,398
y409zh,T11,1Y,2P,2P,1Y-2P-2P,541
y409zh,T24,1Y,1I,2P,1Y-1I-2P,410
y409zh,T52,1Y,2P,1I,1Y-2P-1I,374
y409zh,T40,1Y,1I,1I,1Y-1I-1I,195
y409zh,T55,1Y,2P,1I,1Y-2P-1I,371
y409zh,T17,1Y,1I,2P,1Y-1I-2P,373
y409zh,T09,1Y,2P,2P,1Y-2P-2P,420
y409zh,T38,1Y,1I,1I,1Y-1I-1I,352
y409zh,T20,1Y,1I,2P,1Y-1I-2P,396
y409zh,T42,1Y,1I,1I,1Y-1I-1I,273
y409zh,T28,1Y,1I,2P,1Y-1I-2P,252
y409zh,T18,1Y,1I,2P,1Y-1I-2P,392
y409zh,T48,1Y,2P,1I,1Y-2P-1I,341
y409zh,T13,1Y,2P,2P,1Y-2P-2P,271
y409zh,T14,1Y,2P,2P,1Y-2P-2P,506
y409zh,T19,1Y,1I,2P,1Y-1I-2P,334
y409zh,T39,1Y,1I,1I,1Y-1I-1I,275
y409zh,T15,1Y,2P,2P,1Y-2P-2P,321
y409zh,T26,1Y,1I,2P,1Y-1I-2P,321
y409zh,T57,1Y,2P,1I,1Y-2P-1I,366
y409zh,T56,1Y,2P,1I,1Y-2P-1I,317
y409zh,T22,1Y,1I,2P,1Y-1I-2P,324
y409zh,T50,1Y,2P,1I,1Y-2P-1I,241
y409zh,T60,1Y,2P,1I,1Y-2P-1I,501
y409zh,T25,1Y,1I,2P,1Y-1I-2P,320
y409zh,T12,1Y,2P,2P,1Y-2P-2P,389
y409zh,T10,1Y,2P,2P,1Y-2P-2P,438
y409zh,T58,1Y,2P,1I,1Y-2P-1I,231
y410ly,T26,1Y,1I,2P,1Y-1I-2P,276
y410ly,T38,1Y,1I,1I,1Y-1I-1I,277
y410ly,T11,1Y,2P,2P,1Y-2P-2P,265
y410ly,T44,1Y,1I,1I,1Y-1I-1I,177
y410ly,T17,1Y,1I,2P,1Y-1I-2P,218
y410ly,T04,1Y,2P,2P,1Y-2P-2P,191
y410ly,T30,1Y,1I,2P,1Y-1I-2P,171
y410ly,T22,1Y,1I,2P,1Y-1I-2P,251
y410ly,T54,1Y,2P,1I,1Y-2P-1I,98
y410ly,T46,1Y,2P,1I,1Y-2P-1I,266
y410ly,T57,1Y,2P,1I,1Y-2P-1I,143
y411ylj,T35,1Y,1I,1I,1Y-1I-1I,282
y411ylj,T18,1Y,1I,2P,1Y-1I-2P,117
y411ylj,T27,1Y,1I,2P,1Y-1I-2P,143
y411ylj,T54,1Y,2P,1I,1Y-2P-1I,204
y411ylj,T08,1Y,2P,2P,1Y-2P-2P,225
y411ylj,T14,1Y,2P,2P,1Y-2P-2P,155
y411ylj,T16,1Y,1I,2P,1Y-1I-2P,196
y411ylj,T49,1Y,2P,1I,1Y-2P-1I,407
y411ylj,T57,1Y,2P,1I,1Y-2P-1I,347
y411ylj,T36,1Y,1I,1I,1Y-1I-1I,296
y411ylj,T32,1Y,1I,1I,1Y-1I-1I,342
y411ylj,T17,1Y,1I,2P,1Y-1I-2P,139
y411ylj,T40,1Y,1I,1I,1Y-1I-1I,442
y411ylj,T52,1Y,2P,1I,1Y-2P-1I,309
o101zdk,T12,2O,1I,1I,2O-1I-1I,209
o101zdk,T31,2O,1I,2P,2O-1I-2P,440
o101zdk,T30,2O,2P,1I,2O-2P-1I,385
o101zdk,T24,2O,2P,1I,2O-2P-1I,207
o101zdk,T52,2O,2P,2P,2O-2P-2P,322
o101zdk,T35,2O,1I,2P,2O-1I-2P,387
o101zdk,T16,2O,2P,1I,2O-2P-1I,176
o101zdk,T53,2O,2P,2P,2O-2P-2P,91
o101zdk,T02,2O,1I,1I,2O-1I-1I,406
o101zdk,T17,2O,2P,1I,2O-2P-1I,214
o101zdk,T32,2O,1I,2P,2O-1I-2P,129
o101zdk,T03,2O,1I,1I,2O-1I-1I,153
o101zdk,T47,2O,2P,2P,2O-2P-2P,473
o101zdk,T43,2O,1I,2P,2O-1I-2P,162
o101zdk,T21,2O,2P,1I,2O-2P-1I,544
o101zdk,T58,2O,2P,2P,2O-2P-2P,104
o101zdk,T60,2O,2P,2P,2O-2P-2P,286
o101zdk,T37,2O,1I,2P,2O-1I-2P,258
o101zdk,T22,2O,2P,1I,2O-2P-1I,274
o101zdk,T54,2O,2P,2P,2O-2P-2P,388
o101zdk,T48,2O,2P,2P,2O-2P-2P,450
o101zdk,T33,2O,1I,2P,2O-1I-2P,356
o101zdk,T34,2O,1I,2P,2O-1I-2P,463
o101zdk,T26,2O,2P,1I,2O-2P-1I,437
o101zdk,T42,2O,1I,2P,2O-1I-2P,341
o101zdk,T56,2O,2P,2P,2O-2P-2P,328
o102ygq,T18,2O,2P,1I,2O-2P-1I,121
o102ygq,T15,2O,1I,1I,2O-1I-1I,149
o102ygq,T07,2O,1I,1I,2O-1I-1I,195
o102ygq,T06,2O,1I,1I,2O-1I-1I,158
o102ygq,T60,2O,2P,2P,2O-2P-2P,347
o102ygq,T16,2O,2P,1I,2O-2P-1I,212
o102ygq,T33,2O,1I,2P,2O-1I-2P,128
o102ygq,T11,2O,1I,1I,2O-1I-1I,136
o102ygq,T31,2O,1I,2P,2O-1I-2P,107
o102ygq,T46,2O,2P,2P,2O-2P-2P,133
o102ygq,T44,2O,1I,2P,2O-1I-2P,199
o102ygq,T50,2O,2P,2P,2O-2P-2P,231
o102ygq,T05,2O,1I,1I,2O-1I-1I,247
o102ygq,T55,2O,2P,2P,2O-2P-2P,268
o102ygq,T10,2O,1I,1I,2O-1I-1I,173
o102ygq,T54,2O,2P,2P,2O-2P-2P,230
o102ygq,T34,2O,1I,2P,2O-1I-2P,180
o102ygq,T01,2O,1I,1I,2O-1I-1I,163
o102ygq,T12,2O,1I,1I,2O-1I-1I,177
o102ygq,T49,2O,2P,2P,2O-2P-2P,241
o102ygq,T14,2O,1I,1I,2O-1I-1I,150
o102ygq,T43,2O,1I,2P,2O-1I-2P,117
o102ygq,T52,2O,2P,2P,2O-2P-2P,267
o102ygq,T36,2O,1I,2P,2O-1I-2P,153
o102ygq,T28,2O,2P,1I,2O-2P-1I,267
o102ygq,T58,2O,2P,2P,2O-2P-2P,287
o102ygq,T35,2O,1I,2P,2O-1I-2P,168
o102ygq,T13,2O,1I,1I,2O-1I-1I,140
o102ygq,T30,2O,2P,1I,2O-2P-1I,131
o102ygq,T09,2O,1I,1I,2O-1I-1I,291
o102ygq,T21,2O,2P,1I,2O-2P-1I,362
o102ygq,T38,2O,1I,2P,2O-1I-2P,173
o102ygq,T40,2O,1I,2P,2O-1I-2P,206
o102ygq,T24,2O,2P,1I,2O-2P-1I,165
o102ygq,T48,2O,2P,2P,2O-2P-2P,147
o103wlh,T28,2O,2P,1I,2O-2P-1I,174
o103wlh,T49,2O,2P,2P,2O-2P-2P,184
o103wlh,T03,2O,1I,1I,2O-1I-1I,160
o103wlh,T10,2O,1I,1I,2O-1I-1I,135
o103wlh,T47,2O,2P,2P,2O-2P-2P,150
o103wlh,T07,2O,1I,1I,2O-1I-1I,131
o103wlh,T08,2O,1I,1I,2O-1I-1I,119
o104ypc,T55,2O,2P,2P,2O-2P-2P,257
o104ypc,T42,2O,1I,2P,2O-1I-2P,209
o104ypc,T23,2O,2P,1I,2O-2P-1I,264
o104ypc,T31,2O,1I,2P,2O-1I-2P,258
o104ypc,T16,2O,2P,1I,2O-2P-1I,349
o104ypc,T58,2O,2P,2P,2O-2P-2P,261
o104ypc,T20,2O,2P,1I,2O-2P-1I,377
o104ypc,T12,2O,1I,1I,2O-1I-1I,296
o104ypc,T50,2O,2P,2P,2O-2P-2P,244
o104ypc,T30,2O,2P,1I,2O-2P-1I,237
o104ypc,T05,2O,1I,1I,2O-1I-1I,431
o104ypc,T44,2O,1I,2P,2O-1I-2P,308
o104ypc,T54,2O,2P,2P,2O-2P-2P,226
o104ypc,T33,2O,1I,2P,2O-1I-2P,258
o104ypc,T56,2O,2P,2P,2O-2P-2P,474
o104ypc,T43,2O,1I,2P,2O-1I-2P,248
o104ypc,T06,2O,1I,1I,2O-1I-1I,367
o104ypc,T59,2O,2P,2P,2O-2P-2P,491
o104ypc,T49,2O,2P,2P,2O-2P-2P,397
o104ypc,T51,2O,2P,2P,2O-2P-2P,226
o104ypc,T52,2O,2P,2P,2O-2P-2P,374
o104ypc,T29,2O,2P,1I,2O-2P-1I,257
o104ypc,T35,2O,1I,2P,2O-1I-2P,171
o104ypc,T04,2O,1I,1I,2O-1I-1I,286
o104ypc,T38,2O,1I,2P,2O-1I-2P,237
o104ypc,T02,2O,1I,1I,2O-1I-1I,279
